EmployeeID,Age,Gender,Department,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,Attrition
95,31.0,Female,IT,0.1328326641581717,0.1,No,,3,0.1,No
96,23.0,Female,Sales,0.0,0.0,Yes,,2,0.30000000000000004,No
97,37.0,Female,HR,0.0,0.35000000000000003,No,,2,0.1,No
98,37.0,Male,IT,0.4274593957213125,0.30000000000000004,No,1.0,3,0.30000000000000004,Yes
99,35.0,Female,IT,0.30838783924863583,0.25,No,,4,0.1,No
100,33.0,Male,HR,0.17539426410256082,0.2,No,1.0,3,0.30000000000000004,No
101,23.0,Female,Finance,0.5627095865617442,0.0,Yes,1.0,1,0.1,No
102,31.0,Male,HR,0.0,0.30000000000000004,No,4.0,3,0.30000000000000004,Yes
103,32.0,Male,IT,0.0,0.25,Yes,1.0,2,0.1,Yes
104,28.0,Male,IT,0.29106609322281535,0.0,Yes,1.0,1,0.4,No
105,33.0,Male,HR,,0.2,No,2.0,1,0.30000000000000004,No
106,38.0,Female,Sales,0.0,0.30000000000000004,Yes,3.0,1,0.30000000000000004,No
107,50.0,Male,IT,0.2872492845897478,0.8,No,3.0,3,0.2,No
108,36.0,Female,Finance,0.26256682633327627,0.4,No,3.0,3,0.1,No
109,37.0,Female,IT,0.10703670186540887,0.35000000000000003,No,3.0,3,0.30000000000000004,Yes
110,34.0,Male,IT,0.18020614628482284,0.45,Yes,1.0,1,0.2,No
111,22.0,Female,IT,0.0,0.1,Yes,3.0,3,0.7000000000000001,No
112,34.0,Male,IT,0.140359436528339,0.25,Yes,1.0,3,0.2,No
113,35.0,Male,Sales,0.0,0.25,No,3.0,4,0.30000000000000004,No
114,54.0,Male,Finance,,0.75,No,1.0,3,0.4,No
115,33.0,Female,Sales,0.05890500716375724,0.15000000000000002,No,2.0,4,0.30000000000000004,Yes
116,37.0,Male,IT,0.3304004623938149,0.5,No,4.0,3,0.0,No
117,34.0,Female,IT,0.0,0.15000000000000002,No,3.0,3,0.5,No
118,25.0,Female,HR,0.02071246236291996,0.15000000000000002,Yes,1.0,1,0.30000000000000004,No
119,44.0,Female,Sales,0.14165316087108198,0.6000000000000001,Yes,2.0,1,0.2,Yes
120,41.0,Male,HR,0.08896961614362014,0.4,No,1.0,2,0.30000000000000004,Yes
121,41.0,Female,Finance,0.4870634002165219,0.65,Yes,3.0,2,0.0,No
122,27.0,Female,HR,0.0,0.0,Yes,2.0,3,0.2,No
123,46.0,Female,IT,0.3446494521946328,0.55,No,,2,0.1,Yes
124,23.0,Female,Operations,0.08971753041539493,0.0,Yes,1.0,2,0.30000000000000004,No
125,39.0,Female,Finance,0.2020166652291952,0.5,No,2.0,3,0.30000000000000004,Yes
126,52.0,Male,Sales,0.19205563143402576,0.75,Yes,2.0,2,0.30000000000000004,Yes
127,27.0,Male,Sales,0.21185025752194503,0.0,No,2.0,1,0.2,Yes
128,30.0,Male,Finance,0.5211688059246138,0.30000000000000004,No,2.0,2,0.5,Yes
129,35.0,Male,IT,0.5466300733625375,0.35000000000000003,No,4.0,2,0.1,No
130,30.0,Male,Sales,0.22400354261630967,0.05,No,1.0,4,0.30000000000000004,No
131,22.0,Male,IT,0.10883761764202327,0.0,No,2.0,1,0.2,No
132,35.0,Male,Finance,0.3602204866720647,0.15000000000000002,No,,3,0.30000000000000004,No
133,26.0,Female,Sales,0.035505974946802854,0.05,No,2.0,4,0.5,No
134,38.0,Male,Sales,0.3123192165050906,0.4,Yes,2.0,2,0.1,No
135,27.0,Female,Sales,0.20524260871468164,0.05,Yes,2.0,2,0.4,Yes
136,47.0,Male,Sales,0.0553546671266576,0.55,Yes,1.0,2,0.0,No
137,28.0,Female,IT,0.36732631589787684,0.0,Yes,1.0,2,0.1,No
138,32.0,Female,HR,0.0,0.25,No,1.0,3,0.2,Yes
139,41.0,Male,IT,0.27037036560263744,0.25,Yes,1.0,3,0.0,No
140,25.0,Male,Sales,,0.05,Yes,1.0,2,0.1,No
141,36.0,Male,Operations,0.0,0.15000000000000002,Yes,1.0,2,0.2,Yes
142,45.0,Male,HR,0.22972167548244332,0.55,No,2.0,4,0.1,No
143,,Female,IT,0.37206610995755823,0.0,Yes,2.0,3,0.1,No
144,36.0,Female,Finance,,0.35000000000000003,No,2.0,3,0.1,No
145,,Male,Sales,0.056039504291174214,0.45,Yes,2.0,2,0.0,No
146,41.0,Male,Finance,0.10647158247589233,0.55,No,1.0,4,0.30000000000000004,Yes
147,25.0,Male,IT,0.05231280581133252,0.0,No,3.0,4,0.2,No
148,24.0,Male,Operations,0.04296838292180888,0.0,Yes,2.0,1,0.1,Yes
149,39.0,Female,Sales,0.05016432230084694,0.6000000000000001,No,3.0,3,0.2,No
150,37.0,Male,IT,0.3979534696914499,0.35000000000000003,No,2.0,2,0.2,Yes
151,37.0,Female,Operations,0.3303747166357503,0.25,Yes,,2,0.1,No
152,37.0,Male,Finance,0.037590094062127155,0.35000000000000003,No,4.0,4,0.4,No
153,29.0,Male,HR,0.03949013100728993,0.1,No,2.0,3,0.4,No
154,36.0,Female,Finance,0.20490662657193953,0.2,No,2.0,2,0.4,Yes
155,37.0,Male,Sales,0.0,0.45,Yes,,1,0.0,No
156,29.0,Female,Sales,0.14282588015092162,0.2,No,3.0,3,0.30000000000000004,No
157,,Female,IT,0.19368662520741425,0.5,No,4.0,2,0.2,No
158,38.0,Male,Operations,0.16419872120819695,0.35000000000000003,No,1.0,3,0.1,No
159,25.0,Male,IT,0.43961525539148355,0.0,No,2.0,4,0.2,No
160,40.0,Female,Sales,0.08746863844845765,0.25,No,2.0,4,0.1,No
161,27.0,Female,Sales,0.027334271337118854,0.0,Yes,2.0,1,0.4,Yes
162,41.0,Female,IT,0.3200828498494516,0.30000000000000004,No,1.0,4,0.1,No
163,44.0,Male,IT,0.395281060004351,0.5,No,2.0,2,0.0,No
164,28.0,Female,Sales,0.11158469002750937,0.1,Yes,2.0,2,0.4,No
165,42.0,Male,Finance,0.4589014027576282,0.4,Yes,1.0,3,0.1,Yes
166,38.0,Female,Sales,0.06037251537343574,0.35000000000000003,Yes,2.0,1,0.1,No
167,41.0,Female,Finance,0.31994253546799994,0.5,Yes,1.0,1,0.4,No
168,50.0,Male,Sales,0.09033156674523413,0.7000000000000001,Yes,1.0,2,0.5,No
169,33.0,Female,Finance,0.19896708018645076,0.35000000000000003,No,1.0,4,0.30000000000000004,Yes
170,28.0,Male,HR,0.055603113691980344,0.1,No,,1,0.4,No
171,27.0,Female,HR,,0.25,Yes,1.0,1,0.2,No
172,28.0,Male,Sales,0.3098707949131531,0.15000000000000002,No,4.0,3,0.1,Yes
173,34.0,Female,Finance,0.6216416267714691,0.25,No,3.0,2,0.4,No
174,37.0,Male,IT,0.027302089139538188,0.35000000000000003,No,,1,0.0,Yes
175,37.0,Female,Operations,0.0,0.25,No,,1,0.6000000000000001,No
176,41.0,Female,Sales,0.0,0.4,Yes,1.0,2,0.1,No
177,35.0,Male,IT,0.25247062730826814,0.35000000000000003,No,3.0,3,0.2,No
178,46.0,Male,Operations,0.0,0.65,No,2.0,4,0.1,No
179,32.0,Female,Sales,,0.2,Yes,3.0,1,0.30000000000000004,No
180,56.0,Male,IT,0.44907295961649124,1.0,Yes,2.0,2,0.2,No
181,40.0,Female,IT,0.3834740553559544,0.4,No,,3,0.2,No
182,28.0,Male,Sales,0.0182550297556599,0.0,No,2.0,2,0.30000000000000004,Yes
183,26.0,Female,Sales,0.0270304713919573,0.2,Yes,1.0,2,0.1,No
184,38.0,Male,IT,0.3193362228655801,0.45,No,1.0,4,0.2,Yes
185,,Male,HR,,0.25,No,3.0,4,0.1,No
186,40.0,Male,HR,0.060098323050048474,0.4,No,2.0,3,0.4,No
187,38.0,Male,Finance,0.29245765144620367,0.4,No,2.0,4,0.2,No
188,34.0,Male,IT,0.14427794090576157,0.45,No,3.0,4,0.2,No
189,28.0,Male,IT,0.026052132585504928,0.15000000000000002,No,4.0,4,0.1,No
190,22.0,Female,Sales,0.05177858133149338,0.0,No,1.0,4,0.30000000000000004,No
191,31.0,Female,Sales,0.042952935466970155,0.0,Yes,3.0,1,0.0,No
192,,Female,Finance,0.1075014127984738,0.5,Yes,1.0,1,0.0,No
193,,Male,HR,0.21189788717436447,0.25,No,1.0,4,0.2,No
194,25.0,Female,Finance,0.421799190810824,0.05,No,4.0,3,0.4,No
195,36.0,Male,HR,0.21828798432598256,0.25,Yes,1.0,1,0.30000000000000004,No
196,,Female,Operations,0.0714599260839286,0.30000000000000004,No,4.0,3,0.1,Yes
197,27.0,Male,Sales,0.0,0.0,No,2.0,4,0.4,Yes
198,36.0,Male,IT,0.30390292819379355,0.25,Yes,3.0,2,0.2,No
199,35.0,Male,HR,0.04323871338148649,0.4,No,2.0,3,0.1,No
200,25.0,Female,Finance,,0.1,Yes,2.0,2,0.2,No
201,37.0,Male,Sales,0.0,0.25,No,4.0,2,0.5,Yes
202,39.0,Female,Finance,0.2850763426091009,0.30000000000000004,No,2.0,1,0.1,No
203,43.0,Male,Sales,0.2599793776477904,0.55,Yes,1.0,3,0.4,No
204,43.0,Female,Sales,,0.6000000000000001,Yes,1.0,3,0.30000000000000004,No
205,23.0,Female,Finance,0.13829076486785347,0.1,No,4.0,4,0.30000000000000004,Yes
206,27.0,Male,Sales,0.15276760462754252,0.0,Yes,1.0,2,0.4,No
207,39.0,Male,Sales,0.09725846295249785,0.5,Yes,2.0,1,0.1,No
208,39.0,Female,Sales,0.0,0.2,Yes,2.0,3,0.1,Yes
209,39.0,Female,Operations,0.2740095285050597,0.4,No,4.0,4,0.4,No
210,60.0,Male,HR,0.40272415866080874,0.9500000000000001,No,2.0,4,0.2,Yes
211,39.0,Female,HR,0.0,0.2,No,4.0,3,0.4,No
212,44.0,Female,Sales,0.0,0.75,Yes,,2,0.6000000000000001,No
213,42.0,Male,Sales,,0.6000000000000001,No,3.0,4,0.2,No
214,40.0,Female,Operations,0.16955770074933035,0.5,Yes,1.0,2,0.30000000000000004,No
215,32.0,Male,IT,0.38470084072772964,0.15000000000000002,Yes,1.0,2,0.1,No
216,41.0,Male,Sales,0.08946007283474955,0.45,Yes,,3,0.1,Yes
217,28.0,Female,IT,0.446739106647941,0.2,Yes,1.0,3,0.30000000000000004,No
218,33.0,Male,Finance,0.4843768303624875,0.15000000000000002,No,2.0,2,0.30000000000000004,No
219,31.0,Male,IT,0.4946506751181408,0.2,No,3.0,3,0.2,Yes
220,35.0,Female,IT,0.4109344809075895,0.4,No,3.0,4,0.0,No
221,53.0,Female,IT,0.16946759059610444,0.6000000000000001,No,1.0,2,0.0,No
222,22.0,Female,Sales,0.08496743805248791,0.0,No,,4,0.4,No
223,,Female,HR,0.016904664745174935,0.25,No,3.0,4,0.1,No
224,22.0,Female,IT,0.19608098070741625,0.0,Yes,3.0,3,0.1,Yes
225,31.0,Male,HR,0.136688091428336,0.15000000000000002,No,3.0,2,0.5,No
226,43.0,Male,IT,0.21859564613485366,0.55,No,2.0,2,0.2,No
227,,Female,Operations,0.3702857907873954,0.25,No,2.0,2,0.2,No
228,26.0,Male,HR,0.08622640562184375,0.1,No,1.0,3,0.1,No
229,29.0,Female,HR,0.008741972150813515,0.1,No,1.0,3,0.4,No
230,40.0,Female,Sales,0.0,0.35000000000000003,No,1.0,2,0.1,No
231,29.0,Male,Sales,0.1531344816799622,0.30000000000000004,Yes,3.0,1,0.4,No
232,36.0,Female,Sales,0.0,0.2,Yes,3.0,2,0.30000000000000004,No
233,35.0,Female,Sales,0.05392835212988217,0.4,Yes,,2,0.2,No
234,29.0,Male,Operations,0.36819652252045826,0.15000000000000002,No,1.0,3,0.1,No
235,52.0,Female,IT,0.27691107543893295,0.65,No,1.0,2,0.2,No
236,40.0,Male,Operations,0.16965553462997557,0.30000000000000004,No,2.0,4,0.4,No
237,22.0,Male,Sales,0.07307675969038152,0.0,Yes,3.0,2,0.1,No
238,36.0,Female,Finance,0.1491464637557654,0.25,No,3.0,2,0.2,Yes
239,29.0,Female,Sales,0.0,0.15000000000000002,Yes,,1,0.4,Yes
240,41.0,Female,Sales,,0.5,Yes,2.0,1,0.1,No
241,28.0,Female,IT,,0.1,Yes,2.0,1,0.2,Yes
242,,Female,IT,0.3781768656341759,0.25,No,3.0,3,0.1,No
243,39.0,Male,Operations,0.1933274718824139,0.4,No,1.0,4,0.1,No
244,41.0,Female,Finance,0.5784917362553053,0.5,No,2.0,2,0.2,No
245,25.0,Female,HR,0.3353642445486575,0.1,Yes,,3,0.2,No
246,32.0,Male,Sales,0.16937361857916883,0.1,No,2.0,4,0.0,No
247,31.0,Male,Finance,0.5554608683786737,0.15000000000000002,Yes,1.0,2,0.2,Yes
248,29.0,Female,IT,0.07867131291780538,0.25,No,3.0,2,0.30000000000000004,Yes
249,49.0,Female,Sales,0.0,0.5,No,2.0,3,0.4,No
250,38.0,Female,Sales,0.13724806166623965,0.4,No,3.0,4,0.1,No
251,24.0,Female,IT,0.024529270995987562,0.0,No,1.0,1,0.30000000000000004,No
252,42.0,Female,Operations,,0.4,No,4.0,3,0.1,No
253,51.0,Female,IT,0.350841307009154,0.8500000000000001,No,1.0,4,0.30000000000000004,Yes
254,43.0,Female,Finance,0.5894130868262819,0.5,No,2.0,3,0.30000000000000004,No
255,22.0,Male,IT,0.19244181780499386,0.15000000000000002,Yes,,2,0.2,No
256,31.0,Female,Sales,0.001937368294356423,0.2,Yes,1.0,2,0.30000000000000004,No
257,45.0,Female,HR,0.16998121846949193,0.6000000000000001,No,3.0,3,0.2,No
258,29.0,Female,HR,0.0,0.1,Yes,3.0,2,0.2,No
259,38.0,Female,Sales,0.057162019342788084,0.30000000000000004,Yes,2.0,2,0.2,Yes
260,41.0,Male,IT,0.23047602619373425,0.5,No,2.0,3,0.0,No
261,,Male,Sales,0.07399459596538227,0.15000000000000002,No,2.0,2,0.2,No
262,34.0,Male,Finance,0.3506443519599602,0.35000000000000003,No,1.0,4,0.1,Yes
263,22.0,Male,Operations,0.06205113879924362,0.0,Yes,2.0,1,0.4,Yes
264,26.0,Male,Finance,0.2036759793364546,0.0,Yes,,1,0.2,No
265,32.0,Female,IT,0.11630131290493256,0.15000000000000002,No,3.0,2,0.30000000000000004,No
266,25.0,Male,IT,0.0,0.15000000000000002,No,1.0,4,0.1,No
267,48.0,Male,Sales,0.11684068653638452,0.45,No,1.0,3,0.1,No
268,23.0,Female,Sales,0.1808884088735329,0.05,Yes,3.0,2,0.2,No
269,31.0,Female,HR,0.23123681334454144,0.2,No,4.0,4,0.1,No
270,36.0,Male,Sales,0.04682509747987651,0.4,No,1.0,4,0.30000000000000004,Yes
271,,Female,Finance,0.1885348990187004,0.6000000000000001,Yes,1.0,2,0.1,No
272,23.0,Female,Operations,0.28561700352845615,0.0,Yes,2.0,2,0.5,No
273,44.0,Male,Operations,0.27069347486634726,0.45,No,3.0,4,0.2,Yes
274,35.0,Male,Operations,0.21100708394533146,0.25,No,4.0,3,0.2,No
275,27.0,Female,Sales,0.27932602754538655,0.15000000000000002,No,2.0,3,0.30000000000000004,No
276,38.0,Female,Operations,0.17647816051707782,0.15000000000000002,No,1.0,4,0.1,No
277,36.0,Female,IT,0.19202859838805802,0.35000000000000003,No,1.0,3,0.2,No
278,30.0,Male,Sales,0.03091550628389589,0.1,No,3.0,1,0.1,No
279,35.0,Male,Sales,0.0,0.30000000000000004,Yes,,1,0.4,No
280,31.0,Female,Operations,0.2738666395478015,0.25,No,3.0,4,0.30000000000000004,No
281,35.0,Male,Finance,0.31568418708412554,0.15000000000000002,Yes,3.0,1,0.4,Yes
282,40.0,Male,IT,0.3104835439550891,0.4,No,2.0,4,0.8,Yes
283,47.0,Female,Finance,0.6666387754287635,0.6000000000000001,No,3.0,2,0.2,Yes
284,25.0,Male,Sales,0.031965933212929065,0.05,Yes,3.0,2,0.2,Yes
285,52.0,Female,IT,0.0,0.7000000000000001,No,4.0,3,0.2,Yes
286,22.0,Female,HR,0.19065634948321825,0.0,No,2.0,3,0.30000000000000004,Yes
287,33.0,Male,Finance,0.3647659002583587,0.15000000000000002,No,3.0,1,0.2,No
288,39.0,Female,HR,0.03444138785083428,0.25,No,3.0,2,0.30000000000000004,Yes
289,37.0,Male,HR,0.17986887685417735,0.4,No,3.0,3,0.2,No
290,30.0,Female,IT,0.3531442650680267,0.15000000000000002,Yes,1.0,2,0.1,No
291,33.0,Male,Operations,0.04617887895245659,0.25,No,3.0,3,0.1,No
292,31.0,Male,Sales,0.04232602625809867,0.05,No,3.0,1,0.2,No
293,30.0,Female,IT,0.45983211191166123,0.15000000000000002,Yes,1.0,2,0.0,No
294,41.0,Male,Sales,0.0,0.5,Yes,,2,0.4,No
295,,Female,Sales,0.08496100161297176,0.15000000000000002,Yes,1.0,1,0.30000000000000004,No
296,29.0,Male,IT,0.0,0.1,Yes,2.0,1,0.7000000000000001,No
297,42.0,Male,HR,,0.30000000000000004,No,,3,0.1,No
298,37.0,Female,Sales,0.09548715479765768,0.30000000000000004,No,2.0,3,0.30000000000000004,Yes
299,41.0,Male,Finance,0.5560028165859323,0.35000000000000003,No,3.0,2,0.2,No
300,40.0,Male,Sales,,0.45,No,2.0,3,0.2,No
301,28.0,Female,Finance,0.34813285326076465,0.15000000000000002,No,2.0,4,0.6000000000000001,Yes
302,30.0,Female,IT,0.17367316017594653,0.30000000000000004,Yes,1.0,3,0.1,Yes
303,40.0,Female,Operations,0.31517957022606063,0.4,No,1.0,3,0.1,No
304,39.0,Female,IT,0.04359271755487387,0.45,No,,3,0.2,No
305,34.0,Male,Sales,0.12706432706381215,0.2,No,4.0,4,0.2,No
306,35.0,Female,IT,0.13073309758800872,0.2,No,2.0,4,0.1,No
307,45.0,Male,HR,0.15744045971625603,0.65,No,4.0,3,0.2,Yes
308,,Female,Finance,0.3471171831051187,0.30000000000000004,No,3.0,4,0.0,No
309,39.0,Male,IT,0.19281899316063938,0.45,No,2.0,3,0.1,No
310,33.0,Female,Finance,0.4208066918374361,0.25,No,1.0,2,0.0,No
311,33.0,Female,IT,0.23845463661793426,0.15000000000000002,No,3.0,3,0.2,Yes
312,43.0,Female,Finance,0.31076031085428285,0.6000000000000001,No,3.0,3,0.1,No
313,,Female,Sales,0.035944940121803215,0.5,Yes,1.0,1,0.2,No
314,41.0,Female,IT,0.24369904753568045,0.65,No,,2,0.1,Yes
315,45.0,Female,Sales,0.102962435651696,0.45,No,4.0,4,0.2,Yes
316,35.0,Male,IT,0.07891461033151531,0.4,No,1.0,4,0.4,No
317,40.0,Male,IT,,0.5,No,4.0,1,0.1,No
318,32.0,Male,Sales,0.0,0.2,No,1.0,3,0.2,No
319,37.0,Male,Finance,0.32751436291478025,0.5,No,,2,0.0,No
320,33.0,Female,Finance,0.227943930888087,0.30000000000000004,No,2.0,3,0.2,No
321,35.0,Female,IT,0.3507782299018957,0.2,No,2.0,4,0.1,Yes
322,39.0,Female,Sales,0.15517612029447997,0.4,Yes,1.0,1,0.30000000000000004,No
323,,Female,Sales,0.0,0.05,Yes,1.0,2,0.30000000000000004,No
324,51.0,Female,IT,0.23135524383163814,0.65,No,3.0,4,0.0,No
325,26.0,Male,HR,0.21092469751952497,0.15000000000000002,Yes,1.0,3,0.2,No
326,,Male,Sales,0.056926445656497515,0.15000000000000002,No,3.0,3,0.1,Yes
327,44.0,Male,Finance,,0.55,No,4.0,4,0.2,No
328,41.0,Male,IT,0.06296382592263144,0.35000000000000003,No,4.0,4,0.1,No
329,39.0,Female,HR,0.23869793403164413,0.45,No,1.0,3,0.30000000000000004,No
330,40.0,Female,IT,0.3711585719857832,0.5,No,3.0,1,0.4,No
331,34.0,Female,Finance,0.29721804211233643,0.1,Yes,2.0,2,0.4,No
332,27.0,Female,Sales,0.16599834969690813,0.1,Yes,1.0,3,0.4,No
